episode,agent_type,step,hour,action,soc,soc_after,pv_kw,load_kw,diesel_on,diesel_kw,battery_kw,unmet_load_kw,curtailed_kw,health,reward,rew_unmet_load,rew_fuel,rew_battery_stress,rew_diesel_solar
5,drl,12,12,1,0.5529,0.5285,7.2,9.645,0,0.0,2.445,0.0,0.0,0.99963,0.0,-0.0,-0.0,-0.0,0.0
5,drl,13,13,1,0.5285,0.488,5.426,9.474,0,0.0,4.048,0.0,0.0,0.99962,0.0,-0.0,-0.0,-0.0,0.0
5,drl,14,14,1,0.488,0.4319,5.809,11.412,0,0.0,5.603,0.0,0.0,0.9996,0.0,-0.0,-0.0,-0.0,0.0
5,drl,15,15,3,0.4319,0.3307,4.65,14.769,0,0.0,10.119,0.0,0.0,0.99956,-0.0347,-0.0,-0.0,-0.0347,0.0
5,drl,16,16,0,0.3307,0.4535,4.342,18.402,1,27.402,-13.342,0.0,0.0,0.99951,-5.6324,-0.0,-5.6324,-0.0,0.0
5,drl,17,17,3,0.4535,0.2462,2.495,23.217,0,0.0,20.723,0.0,0.0,0.99942,-0.0769,-0.0,-0.0,-0.0769,0.0
5,drl,18,18,2,0.2462,0.26,1.501,24.803,1,24.803,-1.501,0.0,0.0,0.99942,-5.2345,-0.0,-5.1645,-0.07,0.0
5,drl,19,19,2,0.26,0.2693,1.007,29.076,1,29.076,-1.007,0.0,0.0,0.99941,-5.999,-0.0,-5.9337,-0.0654,0.0
5,drl,20,20,0,0.2693,0.2,0.556,38.01,1,30.0,7.453,0.0,0.0,0.99939,-6.2,-0.0,-6.1,-0.1,0.0
5,drl,21,21,2,0.2,0.2,0.144,34.636,1,30.0,4.492,0.0,0.0,0.99939,-6.2,-0.0,-6.1,-0.1,0.0
5,drl,22,22,2,0.2,0.2006,0.067,29.737,1,29.737,-0.067,0.0,0.0,0.99939,-6.1524,-0.0,-6.0527,-0.0997,0.0
5,drl,23,23,2,0.2006,0.2009,0.028,18.56,1,18.56,-0.028,0.0,0.0,0.99939,-4.1403,-0.0,-4.0408,-0.0996,0.0
6,drl,0,0,3,0.7,0.603,0.001,9.705,0,0.0,9.705,0.0,0.0,0.99996,0.0,-0.0,-0.0,-0.0,0.0
6,drl,1,1,3,0.603,0.5243,0.001,7.868,0,0.0,7.866,0.0,0.0,0.99993,0.0,-0.0,-0.0,-0.0,0.0
6,drl,2,2,3,0.5243,0.4314,0.01,9.298,0,0.0,9.288,0.0,0.0,0.99989,0.0,-0.0,-0.0,-0.0,0.0
6,drl,3,3,1,0.4314,0.3373,0.031,9.437,0,0.0,9.407,0.0,0.0,0.99985,-0.0313,-0.0,-0.0,-0.0313,0.0
6,drl,4,4,1,0.3373,0.2529,0.083,8.529,0,0.0,8.446,0.0,0.0,0.99982,-0.0736,-0.0,-0.0,-0.0736,0.0
6,drl,5,5,0,0.2529,0.3376,0.211,6.969,1,15.969,-9.211,0.0,0.0,0.99979,-3.6056,-0.0,-3.5745,-0.0312,0.0
6,drl,6,6,0,0.3376,0.4242,0.413,8.365,1,17.365,-9.413,0.0,0.0,0.99975,-3.8257,-0.0,-3.8257,-0.0,0.0
6,drl,7,7,0,0.4242,0.5152,0.89,9.223,1,18.223,-9.89,0.0,0.0,0.99972,-3.9802,-0.0,-3.9802,-0.0,0.0
6,drl,8,8,0,0.5152,0.6178,2.143,9.738,1,18.738,-11.143,0.0,0.0,0.99968,-4.0728,-0.0,-4.0728,-0.0,0.0
6,drl,9,9,1,0.6178,0.5536,2.948,9.366,0,0.0,6.418,0.0,0.0,0.99965,0.0,-0.0,-0.0,-0.0,0.0
6,drl,10,10,1,0.5536,0.5182,3.774,7.31,0,0.0,3.537,0.0,0.0,0.99964,0.0,-0.0,-0.0,-0.0,0.0
6,drl,11,11,1,0.5182,0.4908,5.836,8.58,0,0.0,2.745,0.0,0.0,0.99962,0.0,-0.0,-0.0,-0.0,0.0
6,drl,12,12,1,0.4908,0.473,5.177,6.95,0,0.0,1.772,0.0,0.0,0.99962,0.0,-0.0,-0.0,-0.0,0.0
6,drl,13,13,1,0.473,0.4574,7.2,8.763,0,0.0,1.563,0.0,0.0,0.99961,0.0,-0.0,-0.0,-0.0,0.0
6,drl,14,14,1,0.4574,0.4073,7.2,12.206,0,0.0,5.006,0.0,0.0,0.99959,0.0,-0.0,-0.0,-0.0,0.0
